"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","183","Cross-org user cannot delete another org's asset by ID","tests","2026-07-18","skipped","2026-07-18","","test_tenants","",""
"","181","Create, fetch, and delete an asset of each valid type","tests","2026-07-18","passed","2026-07-18","","test_assets","",""
"","63","Reject asset creation with empty required fields","tests","2026-07-18","skipped","2026-07-18","","test_assets","",""
"","127","Analyst role can read scan status","tests","2026-07-18","passed","2026-07-18","","test_scans","",""
"","56","Reject creating a finding for another org's asset","tests","2026-07-18","passed","2026-07-18","","test_tenants","",""
"","57","Reject asset creation with an invalid asset_type","tests","2026-07-18","passed","2026-07-18","","test_assets","",""
"","122","Reject creating a finding for a nonexistent asset","tests","2026-07-18","passed","2026-07-18","","test_findings","",""
"","54","Requests without an auth token are rejected across all endpoints","tests","2026-07-18","skipped","2026-07-18","","test_auth","",""
"","55","Requests without an auth token are rejected across all endpoints","tests","2026-07-18","skipped","2026-07-18","","test_auth","",""
"","55","Requests without an auth token are rejected across all endpoints","tests","2026-07-18","skipped","2026-07-18","","test_auth","",""
"","253","Reject invalid finding status transitions","tests","2026-07-18","skipped","2026-07-18","","test_findings","",""
"","56","Return 404 for GET/PUT/DELETE on a nonexistent asset ID","tests","2026-07-18","passed","2026-07-18","","test_assets","",""
"","235","Create, fetch, and delete an asset of each valid type","tests","2026-07-18","passed","2026-07-18","","test_assets","",""
"","109","Return 404 when updating status of a nonexistent finding","tests","2026-07-18","passed","2026-07-18","","test_findings","",""
"","177","Status filter on GET /findings is case-insensitive","tests","2026-07-18","skipped","2026-07-18","","test_findings","",""
"","434","Refresh token can only be used once","tests","2026-07-18","skipped","2026-07-18","","test_auth","",""
"","55","Requests without an auth token are rejected across all endpoints","tests","2026-07-18","skipped","2026-07-18","","test_auth","",""
"","133","Analyst role can update a finding's status","tests","2026-07-18","passed","2026-07-18","","test_findings","",""
"","111","Report summary response has the expected shape and value ranges","tests","2026-07-18","passed","2026-07-18","","test_reports","",""
"","63","Analyst role cannot update an asset","tests","2026-07-18","passed","2026-07-18","","test_assets","",""
"","127","Report summary works for an org with no findings","tests","2026-07-18","skipped","2026-07-18","","test_reports","",""
"","185","Create, fetch, and delete an asset of each valid type","tests","2026-07-18","passed","2026-07-18","","test_assets","",""
"","55","Requests without an auth token are rejected across all endpoints","tests","2026-07-18","skipped","2026-07-18","","test_auth","",""
"","181","Create, fetch, and delete an asset of each valid type","tests","2026-07-18","passed","2026-07-18","","test_assets","",""
"","72","Reject a finding with empty title and description","tests","2026-07-18","skipped","2026-07-18","","test_findings","",""
"
One end-to-end test for all 4 summary fields (total assets, total/open findings,
severity breakdown, risk score) instead of one test per field: create an asset +
an open CRITICAL finding, then close it, and assert exact deltas at each step.
","431","Report summary reflects asset and finding count changes","tests","2026-07-18","passed","2026-07-18","","test_reports","",""
